hazard_id,road_id,road_name,latitude,longitude,hazard_type,severity,depth_cm,area_sqm,confidence_score,reported_at,repair_cost_inr,is_repaired
HZ_1098,RD_042,Road Segment 42,13.079495,80.3349,pothole,medium,6.0,1.36,0.76,2024-12-06 10:00,211,0
HZ_1099,RD_064,Road Segment 64,13.135539,80.132232,speed_breaker,medium,,2.38,0.96,2024-12-07 20:00,139,0
HZ_1100,RD_061,Road Segment 61,13.131173,80.148888,waterlogging,medium,,3.2,0.85,2024-08-07 16:00,190,0
HZ_1101,RD_063,Road Segment 63,13.203872,80.116213,road_crack,high,,1.24,0.9,2024-04-30 22:00,242,1
HZ_1102,RD_025,Road Segment 25,13.053357,80.338908,pothole,high,24.0,3.74,0.85,2024-11-01 15:00,395,0
HZ_1103,RD_043,Road Segment 43,12.98824,80.284142,pothole,low,15.4,2.29,0.81,2024-10-01 23:00,104,1
HZ_1104,RD_012,Sardar Patel Road,13.015662,80.214451,debris,low,,3.54,0.9,2024-12-04 00:00,57,1
HZ_1105,RD_046,Road Segment 46,12.883973,80.230319,pothole,high,13.7,2.21,0.6,2024-09-21 09:00,433,1
HZ_1106,RD_077,Road Segment 77,13.075814,80.191426,waterlogging,high,,1.02,0.75,2024-05-11 19:00,341,1
HZ_1107,RD_059,Road Segment 59,12.875852,80.175512,oil_spill,low,,1.76,0.91,2024-02-07 07:00,97,0
HZ_1108,RD_027,Road Segment 27,12.88467,80.12859,waterlogging,low,,1.68,0.8,2024-01-23 16:00,125,1
HZ_1109,RD_020,Kamarajar Salai Marina,13.049103,80.28717,pothole,low,16.1,3.67,0.89,2024-10-30 21:00,97,0
HZ_1110,RD_027,Road Segment 27,12.890055,80.130862,road_collapse,low,,0.25,0.67,2024-06-15 20:00,191,0
HZ_1111,RD_043,Road Segment 43,12.976318,80.284673,pothole,medium,12.2,2.12,0.73,2024-06-07 09:00,237,0
HZ_1112,RD_080,Road Segment 80,12.979822,80.149755,road_crack,medium,,2.92,0.71,2024-12-03 11:00,158,0
HZ_1113,RD_074,Road Segment 74,12.990585,80.382321,road_crack,low,,2.45,0.88,2024-09-25 14:00,57,0
HZ_1114,RD_051,Road Segment 51,12.868817,80.367998,pothole,low,6.6,0.89,0.67,2024-06-21 18:00,81,1
HZ_1115,RD_055,Road Segment 55,12.991401,80.29687,speed_breaker,low,,3.15,0.99,2024-01-28 05:00,73,0
HZ_1116,RD_071,Road Segment 71,12.951578,80.390352,pothole,medium,19.7,0.5,0.61,2024-07-08 16:00,191,1
HZ_1117,RD_078,Road Segment 78,13.011919,80.395505,speed_breaker,medium,,3.47,0.61,2024-10-17 03:00,137,0
HZ_1118,RD_054,Road Segment 54,12.995869,80.171392,speed_breaker,medium,,1.96,0.91,2024-05-09 08:00,117,1
HZ_1119,RD_074,Road Segment 74,12.992499,80.380046,pothole,medium,10.4,0.45,0.86,2024-03-08 02:00,235,0
HZ_1120,RD_041,Road Segment 41,13.028963,80.121798,pothole,high,9.7,1.56,0.94,2024-11-02 18:00,443,1
HZ_1121,RD_073,Road Segment 73,12.868035,80.157594,pothole,high,16.7,3.53,0.72,2024-06-24 06:00,408,1
HZ_1122,RD_013,Cathedral Road,13.065458,80.254858,waterlogging,medium,,2.17,0.87,2024-05-14 06:00,206,1
HZ_1123,RD_042,Road Segment 42,13.06442,80.330439,pothole,low,6.0,1.22,0.73,2024-02-05 20:00,125,0
HZ_1124,RD_076,Road Segment 76,13.089114,80.188833,pothole,medium,20.3,0.14,0.92,2024-07-30 05:00,224,0
HZ_1125,RD_018,LB Road Adyar,13.005248,80.256174,speed_breaker,medium,,3.89,0.89,2024-11-14 16:00,139,0
HZ_1126,RD_050,Road Segment 50,13.036552,80.125852,road_crack,medium,,2.75,0.95,2024-04-01 10:00,152,0
HZ_1127,RD_078,Road Segment 78,13.01167,80.400507,road_crack,low,,2.23,0.9,2024-04-29 22:00,32,1
HZ_1128,RD_058,Road Segment 58,13.093339,80.123158,pothole,medium,6.4,3.16,0.75,2024-12-29 12:00,227,0
HZ_1129,RD_074,Road Segment 74,12.985015,80.387867,speed_breaker,low,,3.5,0.88,2024-09-11 10:00,19,0
HZ_1130,RD_069,Road Segment 69,12.983382,80.38328,road_crack,low,,2.82,0.94,2024-10-23 00:00,37,1
HZ_1131,RD_071,Road Segment 71,12.954092,80.396006,oil_spill,low,,0.78,0.68,2024-01-19 19:00,94,0
HZ_1132,RD_065,Road Segment 65,13.016685,80.231066,speed_breaker,medium,,2.55,0.7,2024-05-03 13:00,83,1
HZ_1133,RD_043,Road Segment 43,12.985152,80.277349,speed_breaker,high,,0.95,0.88,2024-09-26 05:00,195,0
HZ_1134,RD_038,Road Segment 38,13.025374,80.364929,pothole,low,3.8,1.78,0.68,2024-11-05 08:00,141,0
HZ_1135,RD_040,Road Segment 40,12.995718,80.276474,road_crack,high,,3.53,0.83,2024-06-16 07:00,275,1
HZ_1136,RD_018,LB Road Adyar,13.005511,80.261082,road_crack,medium,,0.11,0.67,2024-08-01 20:00,134,1
HZ_1137,RD_029,Road Segment 29,13.037657,80.3485,waterlogging,medium,,1.39,0.87,2024-06-20 12:00,229,0
HZ_1138,RD_028,Road Segment 28,13.137302,80.329166,pothole,low,11.5,0.89,0.75,2024-07-20 23:00,137,0
HZ_1139,RD_011,Velachery Main Road,12.978271,80.223888,pothole,low,16.6,3.17,0.87,2024-02-23 13:00,112,1
HZ_1140,RD_036,Road Segment 36,13.15058,80.330075,waterlogging,low,,2.14,0.82,2024-06-12 09:00,89,0
HZ_1141,RD_020,Kamarajar Salai Marina,13.064544,80.281928,pothole,high,13.9,3.19,0.82,2024-10-08 03:00,412,0
HZ_1142,RD_077,Road Segment 77,13.091503,80.192621,debris,medium,,2.6,0.64,2024-02-28 10:00,106,1
HZ_1143,RD_045,Road Segment 45,12.888837,80.360643,debris,low,,2.37,0.6,2024-10-14 09:00,51,0
HZ_1144,RD_079,Road Segment 79,12.922554,80.17594,road_crack,low,,1.08,0.77,2024-12-28 00:00,32,0
HZ_1145,RD_072,Road Segment 72,12.866242,80.276502,speed_breaker,medium,,1.14,0.63,2024-03-22 11:00,143,0
HZ_1146,RD_048,Road Segment 48,13.162665,80.183897,pothole,low,15.4,3.07,0.82,2024-12-08 05:00,129,1
HZ_1147,RD_029,Road Segment 29,13.045901,80.350977,waterlogging,medium,,2.67,0.95,2024-01-05 09:00,183,0
HZ_1148,RD_072,Road Segment 72,12.872414,80.279182,pothole,high,5.9,1.74,0.8,2024-03-14 01:00,441,0
HZ_1149,RD_030,Road Segment 30,13.088439,80.110224,road_crack,high,,1.35,0.67,2024-03-25 00:00,242,1
HZ_1150,RD_077,Road Segment 77,13.083127,80.185072,pothole,low,7.2,2.82,0.91,2024-01-11 10:00,125,1
HZ_1151,RD_052,Road Segment 52,13.022472,80.1173,road_crack,low,,1.76,0.88,2024-02-06 12:00,70,0
HZ_1152,RD_062,Road Segment 62,12.975088,80.220995,pothole,high,12.5,3.3,0.83,2024-03-16 14:00,421,0
HZ_1153,RD_028,Road Segment 28,13.126085,80.313299,road_crack,medium,,2.23,0.78,2024-01-09 03:00,152,1
HZ_1154,RD_013,Cathedral Road,13.058374,80.253886,speed_breaker,low,,1.59,0.7,2024-08-04 14:00,54,0
HZ_1155,RD_058,Road Segment 58,13.097594,80.114776,road_crack,medium,,3.97,0.61,2024-02-07 00:00,150,0
HZ_1156,RD_070,Road Segment 70,13.002133,80.38604,road_crack,low,,2.23,0.74,2024-02-25 13:00,79,1
HZ_1157,RD_073,Road Segment 73,12.875261,80.161207,pothole,low,17.2,1.08,0.74,2024-08-13 19:00,89,0
HZ_1158,RD_001,Anna Salai (Mount Road),13.072809,80.25572,debris,low,,0.89,0.73,2024-03-23 13:00,56,1
HZ_1159,RD_039,Road Segment 39,12.898513,80.324414,speed_breaker,low,,0.98,0.94,2024-05-20 20:00,66,1
HZ_1160,RD_068,Road Segment 68,12.987134,80.243131,road_collapse,medium,,2.34,0.67,2024-02-02 07:00,497,0
HZ_1161,RD_001,Anna Salai (Mount Road),13.069298,80.251138,road_crack,low,,1.63,0.76,2024-11-17 00:00,80,1
HZ_1162,RD_019,100 Feet Road Vadapalani,13.051473,80.20564,speed_breaker,medium,,0.2,0.95,2024-06-28 01:00,82,1
HZ_1163,RD_012,Sardar Patel Road,12.99777,80.222321,speed_breaker,low,,3.65,0.9,2024-12-10 22:00,53,0
HZ_1164,RD_049,Road Segment 49,13.114692,80.258112,pothole,medium,19.1,3.65,0.77,2024-08-12 13:00,191,0
HZ_1165,RD_024,Road Segment 24,12.85269,80.163576,pothole,low,24.4,2.08,0.97,2024-02-07 10:00,149,0
HZ_1166,RD_012,Sardar Patel Road,13.011523,80.218993,debris,low,,3.88,0.95,2024-02-14 01:00,9,0
HZ_1167,RD_026,Road Segment 26,13.005499,80.177129,pothole,high,17.0,1.1,0.87,2024-04-26 05:00,440,1
HZ_1168,RD_035,Road Segment 35,12.962016,80.380022,road_crack,medium,,2.52,0.78,2024-02-03 08:00,130,1
HZ_1169,RD_021,Road Segment 21,13.084126,80.112593,speed_breaker,medium,,2.29,0.93,2024-05-03 16:00,86,0
HZ_1170,RD_012,Sardar Patel Road,13.014164,80.226058,speed_breaker,high,,1.39,0.88,2024-10-17 12:00,199,0
HZ_1171,RD_055,Road Segment 55,12.988419,80.297602,oil_spill,medium,,0.73,0.94,2024-08-15 04:00,162,1
HZ_1172,RD_019,100 Feet Road Vadapalani,13.039605,80.210966,road_collapse,high,,2.71,0.65,2024-08-08 20:00,820,0
HZ_1173,RD_015,Arcot Road,13.054926,80.213586,oil_spill,medium,,2.39,0.63,2024-11-21 13:00,177,0
HZ_1174,RD_062,Road Segment 62,12.974151,80.227077,pothole,medium,18.0,1.78,0.77,2024-03-20 23:00,206,1
HZ_1175,RD_001,Anna Salai (Mount Road),13.064051,80.248067,pothole,low,6.8,3.88,0.78,2024-02-02 15:00,86,0
HZ_1176,RD_064,Road Segment 64,13.131812,80.142196,road_crack,medium,,2.16,0.95,2024-10-01 02:00,180,0
HZ_1177,RD_053,Road Segment 53,13.019959,80.266877,pothole,low,5.1,0.78,0.77,2024-10-27 01:00,126,0
HZ_1178,RD_074,Road Segment 74,12.990882,80.381249,debris,low,,1.48,0.96,2024-09-09 03:00,29,0
HZ_1179,RD_058,Road Segment 58,13.096028,80.12502,pothole,medium,18.0,3.03,0.68,2024-12-02 04:00,181,0
HZ_1180,RD_024,Road Segment 24,12.858145,80.156633,pothole,medium,24.2,2.04,0.67,2024-01-08 03:00,245,0
HZ_1181,RD_021,Road Segment 21,13.075703,80.10687,road_crack,high,,3.35,0.66,2024-05-13 19:00,248,0
HZ_1182,RD_068,Road Segment 68,12.996529,80.252936,pothole,low,21.3,3.24,0.75,2024-06-07 15:00,109,1
HZ_1183,RD_016,Patel Road T Nagar,13.04237,80.236112,pothole,medium,13.0,1.25,0.76,2024-10-01 16:00,232,0
HZ_1184,RD_031,Road Segment 31,13.140464,80.359557,speed_breaker,medium,,3.64,0.75,2024-02-12 05:00,121,1
HZ_1185,RD_031,Road Segment 31,13.154655,80.361473,pothole,low,7.1,2.32,0.68,2024-02-09 08:00,124,1
HZ_1186,RD_063,Road Segment 63,13.198523,80.116903,pothole,low,5.3,0.75,0.92,2024-10-16 04:00,117,0
HZ_1187,RD_003,OMR (Old Mahabalipuram Road),12.919047,80.225078,pothole,low,1.2,3.24,0.76,2024-10-11 00:00,128,1
HZ_1188,RD_035,Road Segment 35,12.941005,80.367084,pothole,medium,22.1,0.29,0.81,2024-03-10 17:00,223,1
HZ_1189,RD_043,Road Segment 43,12.982813,80.279411,pothole,low,12.1,0.57,0.64,2024-02-24 04:00,87,1
HZ_1190,RD_072,Road Segment 72,12.866318,80.277534,speed_breaker,low,,0.59,0.71,2024-05-12 01:00,13,0
HZ_1191,RD_050,Road Segment 50,13.02249,80.134365,speed_breaker,medium,,1.96,0.85,2024-12-22 15:00,112,1
HZ_1192,RD_051,Road Segment 51,12.877564,80.358124,speed_breaker,low,,0.76,0.68,2024-12-24 02:00,62,0
HZ_1193,RD_010,Outer Ring Road,13.007439,80.148367,speed_breaker,low,,1.11,0.65,2024-02-29 06:00,77,1
HZ_1194,RD_078,Road Segment 78,13.009478,80.394558,waterlogging,high,,2.71,0.83,2024-08-16 09:00,352,0
HZ_1195,RD_072,Road Segment 72,12.87616,80.285192,pothole,medium,22.3,2.02,0.75,2024-01-11 17:00,190,0
HZ_1196,RD_031,Road Segment 31,13.145529,80.357483,speed_breaker,medium,,1.92,0.63,2024-02-14 14:00,116,1
HZ_1197,RD_074,Road Segment 74,12.995686,80.378322,road_crack,low,,3.44,0.98,2024-04-17 09:00,70,0
HZ_1198,RD_023,Road Segment 23,12.858108,80.128958,speed_breaker,medium,,0.72,0.74,2024-03-04 23:00,131,0
HZ_1199,RD_069,Road Segment 69,12.984647,80.397713,road_crack,medium,,1.4,0.83,2024-06-15 02:00,155,0
